Unique-id,namea_x,OffTask,Avgright,Avgbug,Avghelp,Avgchoice,Avgstring,Avgnumber,Avgpoint,Avgpchange,Avgtime,AvgtimeSDnormed,Avgtimelast3SDnormed,Avgtimelast5SDnormed,Avgnotright,Avghowmanywrong-up,Avghelppct-up,Avgwrongpct-up,Avgtimeperact-up,AvgPrev3Count-up,AvgPrev5Count-up,Avgrecent8help,Avg recent5wrong,Avgmanywrong-up,AvgasymptoteA-up,AvgasymptoteB-up,Row,lesson,namea_y,prod,cell,right,bug,help,choice,string,number,point,pknow-1,Pknow-2,pchange,time,timeSDnormed,timelast3SDnormed,timelast5SDnormed,notright,howmanywrong-up,helppct-up,wrongpct-up,timeperact-up,Prev3Count-up,Prev5Count-up,recent8help,recent5wrong,manywrong-up,asymptoteA-up,asymptoteB-up,Behaviour,Coder
awagner-closeloop-ins_h1zaz4-03.31.2011_at_13:42:00-9,stuZxdul63,N,0.75,0.0,0,0,0,0,0,0.5,4.5,-0.389179117,-1.133172483,-1.909941904,0.25,0.75,0,0.25,6.375,0.5,0.5,0,3.75,0.0,0,0,34333,CTA1Z12ZRAH,stuZxdul63,VALUE,x3008xstrategic,0,0,0,0,0,0,0,0.28609832,0.28609832,0,3,-0.515151515,-0.846759757,-1.915393171,1,1,0,1,3.0,0,0,0,3,0,0,0,ON TASK,awagner
awagner-closeloop-ins_h1zaz4-03.31.2011_at_13:42:00-9,stuZxdul63,N,0.75,0.0,0,0,0,0,0,0.5,4.5,-0.389179117,-1.133172483,-1.909941904,0.25,0.75,0,0.25,6.375,0.5,0.5,0,3.75,0.0,0,0,34334,CTA1Z12ZRAH,stuZxdul63,Skill34,x3008xstrategic,1,0,0,0,0,0,0,-1.0,0.28609832,1,8,0.090909091,-1.647625557,-2.209133494,0,1,0,0,8.0,1,1,0,3,0,0,0,ON TASK,awagner
awagner-closeloop-ins_h1zaz4-03.31.2011_at_13:42:00-91,stuZxoxmpe,N,1.0,0.0,0,0,0,0,0,0.0,5.666666667,-0.307377208,-0.858173304,-1.218202424,0.0,2.333333333,0,0.0,12.87575758,0.0,0.0,0,0.0,0.0,0,0,34819,CTA1Z12ZT,stuZxoxmpe,Skill16,N5002x80strategic,1,0,0,0,0,0,0,0.999999919,0.999999919,0,5,-0.142857143,-0.633227799,-1.022324769,0,0,0,0,28.625,0,0,0,0,0,0,0,ON TASK,awagner
awagner-closeloop-ins_h1zaz4-03.31.2011_at_13:42:00-91,stuZxoxmpe,N,1.0,0.0,0,0,0,0,0,0.0,5.666666667,-0.307377208,-0.858173304,-1.218202424,0.0,2.333333333,0,0.0,12.87575758,0.0,0.0,0,0.0,0.0,0,0,34820,CTA1Z12ZT,stuZxoxmpe,Skill24,N3002xstrategic,1,0,0,0,0,0,0,1.0,1.0,0,8,0.137931034,0.086397428,-1.132923847,0,0,0,0,9.333333333,0,0,0,0,0,0,0,ON TASK,awagner
awagner-closeloop-ins_h1zaz4-03.31.2011_at_13:42:00-91,stuZxoxmpe,N,1.0,0.0,0,0,0,0,0,0.0,5.666666667,-0.307377208,-0.858173304,-1.218202424,0.0,2.333333333,0,0.0,12.87575758,0.0,0.0,0,0.0,0.0,0,0,34821,CTA1Z12ZT,stuZxoxmpe,Skill115,R7C1,1,0,0,0,0,0,0,0.99998767,0.99998767,0,4,-0.677452177,-0.227148331,-0.638153907,0,10,0,0,7.041666667,0,0,0,0,0,0,0,ON TASK,awagner
awagner-closeloop-ins_h1zaz4-03.31.2011_at_13:42:00-91,stuZxoxmpe,N,1.0,0.0,0,0,0,0,0,0.0,5.666666667,-0.307377208,-0.858173304,-1.218202424,0.0,2.333333333,0,0.0,12.87575758,0.0,0.0,0,0.0,0.0,0,0,34822,CTA1Z12ZT,stuZxoxmpe,Skill91,R7C2,1,0,0,0,0,0,0,0.999999999,0.999999999,0,0,-0.86737481,-0.682378286,-0.453123715,0,2,0,0,3.8,0,0,0,0,0,0,0,ON TASK,awagner
awagner-closeloop-ins_h1zaz4-03.31.2011_at_13:42:00-91,stuZxoxmpe,N,1.0,0.0,0,0,0,0,0,0.0,5.666666667,-0.307377208,-0.858173304,-1.218202424,0.0,2.333333333,0,0.0,12.87575758,0.0,0.0,0,0.0,0.0,0,0,34823,CTA1Z12ZT,stuZxoxmpe,Skill91,R7C3,1,0,0,0,0,0,0,1.0,1.0,0,0,-0.740959895,-1.406895953,-1.771975318,0,0,0,0,3.454545455,0,0,0,0,0,0,0,ON TASK,awagner
awagner-closeloop-ins_h1zaz4-03.31.2011_at_13:42:00-91,stuZxoxmpe,N,1.0,0.0,0,0,0,0,0,0.0,5.666666667,-0.307377208,-0.858173304,-1.218202424,0.0,2.333333333,0,0.0,12.87575758,0.0,0.0,0,0.0,0.0,0,0,34824,CTA1Z12ZT,stuZxoxmpe,Skill123,YLabel,1,0,0,0,0,0,0,0.988464307,0.988464307,0,17,0.446449743,-2.285786883,-2.290712991,0,2,0,0,25.0,0,0,0,0,0,0,0,ON TASK,awagner
awagner-closeloop-ins_h1zaz4-03.31.2011_at_13:42:00-93,stuZet5bzv,N,0.0,0.0,0,0,0,0,0,1.0,6.666666667,-0.394761159,-0.28958258,0.975922619,1.0,10.0,0,3.333333333,13.3198628,3.0,4.666666667,0,2.666666667,0.666666667,0,0,16502,CTA1Z12ZRAH,stuZet5bzv,Skill149,R3C3,0,0,0,0,0,0,0,-1.0,0.999989286,1,15,0.263107147,-0.473785706,3.05974327,1,9,0,10,16.86363636,3,4,0,2,0,0,0,ON TASK,awagner
awagner-closeloop-ins_h1zaz4-03.31.2011_at_13:42:00-93,stuZet5bzv,N,0.0,0.0,0,0,0,0,0,1.0,6.666666667,-0.394761159,-0.28958258,0.975922619,1.0,10.0,0,3.333333333,13.3198628,3.0,4.666666667,0,2.666666667,0.666666667,0,0,16503,CTA1Z12ZRAH,stuZet5bzv,Skill149,R3C3,0,0,0,0,0,0,0,-1.0,0.999989286,1,0,-0.921055803,0.552488851,0.999758949,1,10,0,0,16.13043478,3,5,0,3,1,0,0,ON TASK,awagner
awagner-closeloop-ins_h1zaz4-03.31.2011_at_13:42:00-93,stuZet5bzv,N,0.0,0.0,0,0,0,0,0,1.0,6.666666667,-0.394761159,-0.28958258,0.975922619,1.0,10.0,0,3.333333333,13.3198628,3.0,4.666666667,0,2.666666667,0.666666667,0,0,16504,CTA1Z12ZRAH,stuZet5bzv,Skill1,R3C3,0,0,0,0,0,0,0,-1.0,0.262479552,1,5,-0.52633482,-0.947450886,-1.131734362,1,11,0,0,6.965517241,3,5,0,3,1,0,0,ON TASK,awagner
awagner-closeloop-ins_h1zaz4-03.31.2011_at_13:42:00-94,stuZgkj7bs,N,0.0,0.0,0,0,0,0,0,0.0,16.0,0.020373307,1.842187778,1.071938433,1.0,5.0,0,12.0,5.933333333,0.0,0.0,0,1.0,0.0,0,0,18262,CTA1Z12ZT,stuZgkj7bs,Skill1,Series1Label,0,0,0,0,0,0,0,0.519112553,0.519112553,0,16,0.020373307,1.842187778,1.071938433,1,5,0,12,5.933333333,0,0,0,1,0,0,0,ON TASK,awagner
awagner-closeloop-ins_h1zaz4-03.31.2011_at_13:42:00-95,stuZbsj5kw,N,0.0,0.0,0,0,0,0,0,1.0,13.0,-0.425417017,-0.565666996,0.467200013,1.0,5.5,0,9.5,18.5770751,1.5,1.5,0,1.5,0.0,0,0,11134,CTA1Z12ZRAH,stuZbsj5kw,Skill149,R3C2,0,0,0,0,0,0,0,-1.0,0.999998034,1,6,-0.712708508,-0.547337433,1.62641141,1,5,0,9,18.54545455,1,1,0,1,0,0,0,ON TASK,awagner
awagner-closeloop-ins_h1zaz4-03.31.2011_at_13:42:00-95,stuZbsj5kw,N,0.0,0.0,0,0,0,0,0,1.0,13.0,-0.425417017,-0.565666996,0.467200013,1.0,5.5,0,9.5,18.5770751,1.5,1.5,0,1.5,0.0,0,0,11135,CTA1Z12ZRAH,stuZbsj5kw,Skill149,R3C2,0,0,0,0,0,0,0,-1.0,0.999998034,1,20,-0.138125525,-0.583996559,-0.692011384,1,6,0,10,18.60869565,2,2,0,2,0,0,0,ON TASK,awagner
awagner-closeloop-ins_h1zaz4-03.31.2011_at_13:42:00-96,stuZkagkh6,N,1.0,0.0,0,0,0,0,0,0.0,6.0,0.0,1.919803804,1.824485754,0.0,0.0,0,0.0,6.125,0.0,0.0,0,2.0,0.0,0,0,19389,CTA1Z12ZRAH,stuZkagkh6,Skill24,N125x432041strategic,1,0,0,0,0,0,0,0.999999992,0.999999992,0,6,0.0,1.919803804,1.824485754,0,0,0,0,6.125,0,0,0,2,0,0,0,ON TASK,awagner
awagner-closeloop-ins_h1zaz4-03.31.2011_at_13:42:00-98,stuZ4lwb76,N,0.5,0.5,0,0,0,0,0,0.0,7.0,-0.552870117,-0.034973136,0.35679932,0.5,1.5,0,0.5,9.166666667,0.0,0.0,0,0.0,0.0,0,0,3189,CTA1Z12ZRAH,stuZ4lwb76,Skill144,R2C1,1,0,0,0,0,0,0,0.999999128,0.999999128,0,0,-0.906938776,0.477582244,1.21004195,0,2,0,0,4.333333333,0,0,0,0,0,0,0,ON TASK,awagner
awagner-closeloop-ins_h1zaz4-03.31.2011_at_13:42:00-98,stuZ4lwb76,N,0.5,0.5,0,0,0,0,0,0.0,7.0,-0.552870117,-0.034973136,0.35679932,0.5,1.5,0,0.5,9.166666667,0.0,0.0,0,0.0,0.0,0,0,3190,CTA1Z12ZRAH,stuZ4lwb76,Skill88,R1C2,0,1,0,0,0,0,0,0.28609832,0.28609832,0,14,-0.198801459,-0.547528516,-0.496443311,1,1,0,1,14.0,0,0,0,0,0,0,0,ON TASK,awagner
awagner-closeloop-ins_h1zaz4-03.31.2011_at_13:42:00-99,stuZt7rs3h,N,0.0,1.0,0,0,0,0,0,1.0,34.0,5.491026231,0.635926943,6.728568397,1.0,3.0,0,1.0,34.0,2.0,2.0,0,2.0,0.0,0,0,29093,CTA1Z12ZT,stuZt7rs3h,Skill97,R4C3,0,1,0,0,0,0,0,-1.0,0.993259177,1,34,5.491026231,0.635926943,6.728568397,1,3,0,1,34.0,2,2,0,2,0,0,0,ON TASK,awagner
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-1,stuZlawq0v,Y,1.0,0.0,0,0,0,0,0,0.0,19.0,0.068264721,0.0,0.0,0.0,0.0,0,0.0,19.0,0.0,0.0,0,0.0,0.0,0,0,20557,CTA1Z12ZRAH,stuZlawq0v,Skill136,R1C2,1,0,0,0,0,0,0,0.888286674,0.888286674,0,19,0.068264721,0.0,0.0,0,0,0,0,19.0,0,0,0,0,0,0,0,OFF TASK,awagner
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-10,stuZbju6cm,N,1.0,0.0,0,0,0,0,0,0.0,23.0,1.027018122,0.651777553,-0.630225486,0.0,0.0,0,0.0,31.0,0.0,0.0,0,0.0,0.0,0,0,10276,CTA1Z12ZT,stuZbju6cm,Skill149,R3C3,1,0,0,0,0,0,0,0.988464307,0.988464307,0,23,1.027018122,0.651777553,-0.630225486,0,0,0,0,31.0,0,0,0,0,0,0,0,ON TASK,awagner
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-12,stuZz2vfqg,N,1.0,0.0,0,0,0,0,0,0.0,39.0,0.0,-0.66714614,-1.005973979,0.0,0.0,0,0.0,34.5,0.0,0.0,0,0.0,0.0,0,0,37094,CTA1Z12ZRAH,stuZz2vfqg,Skill25,N021x52525strategic,1,0,0,0,0,0,0,0.988464307,0.988464307,0,39,0.0,-0.66714614,-1.005973979,0,0,0,0,34.5,0,0,0,0,0,0,0,ON TASK,awagner
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-13,stuZzwgcq9,N,0.0,0.0,0,0,0,0,0,1.0,6.0,-0.648476733,1.827869905,1.454743749,1.0,2.0,0,3.0,11.0,1.0,1.0,0,1.0,0.0,0,0,37852,CTA1Z12ZRAH,stuZzwgcq9,Skill1,Series1Label,0,0,0,0,0,0,0,-1.0,0.227491469,1,6,-0.648476733,1.827869905,1.454743749,1,2,0,3,11.0,1,1,0,1,0,0,0,ON TASK,awagner
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-14,stuZqof4gv,N,0.5,0.0,0,0,0,0,0,0.25,5.25,-0.177088761,-1.241725393,-2.285119225,0.5,0.75,0,0.0,4.625,0.25,0.25,0,0.0,0.0,0,0,26316,CTA1Z12ZT,stuZqof4gv,Skill98,R6C2,1,0,0,0,0,0,0,0.888286674,0.888286674,0,0,-0.86248237,-1.251651466,-2.03136025,0,0,0,0,0.0,0,0,0,0,0,0,0,ON TASK,awagner
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-14,stuZqof4gv,N,0.5,0.0,0,0,0,0,0,0.25,5.25,-0.177088761,-1.241725393,-2.285119225,0.5,0.75,0,0.0,4.625,0.25,0.25,0,0.0,0.0,0,0,26317,CTA1Z12ZT,stuZqof4gv,Skill98,R6C3,1,0,0,0,0,0,0,0.988464307,0.988464307,0,0,-0.896252037,-1.289992787,-2.503988228,0,0,0,0,0.0,0,0,0,0,0,0,0,ON TASK,awagner
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-14,stuZqof4gv,N,0.5,0.0,0,0,0,0,0,0.25,5.25,-0.177088761,-1.241725393,-2.285119225,0.5,0.75,0,0.0,4.625,0.25,0.25,0,0.0,0.0,0,0,26318,CTA1Z12ZT,stuZqof4gv,Skill92,R7C2,0,0,0,0,0,0,0,0.28609832,0.28609832,0,11,0.591502276,-1.258025187,-3.010385873,1,1,0,0,11.0,0,0,0,0,0,0,0,ON TASK,awagner
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-14,stuZqof4gv,N,0.5,0.0,0,0,0,0,0,0.25,5.25,-0.177088761,-1.241725393,-2.285119225,0.5,0.75,0,0.0,4.625,0.25,0.25,0,0.0,0.0,0,0,26319,CTA1Z12ZT,stuZqof4gv,Skill1,R7C2,0,0,0,0,0,0,0,-1.0,0.28609832,1,10,0.458877086,-1.16723213,-1.594742548,1,2,0,0,7.5,1,1,0,0,0,0,0,ON TASK,awagner
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-15,stuZx59mub,N,0.0,0.0,0,0,0,0,0,0.0,11.0,0.084648494,-1.758734406,-1.358385514,1.0,1.0,0,1.0,11.0,0.0,0.0,0,0.0,0.0,0,0,33827,CTA1Z12ZT,stuZx59mub,VALUE,N021x60013xstrategic,0,0,0,0,0,0,0,0.28609832,0.28609832,0,11,0.084648494,-1.758734406,-1.358385514,1,1,0,1,11.0,0,0,0,0,0,0,0,ON TASK,awagner
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-16,stuZw5vc19,N,0.666666667,0.0,0,0,0,0,0,0.0,8.0,-0.221713612,0.17283276,0.352962539,0.333333333,0.333333333,0,0.0,9.444444444,0.0,0.0,0,0.0,0.0,0,0,32946,CTA1Z12ZT,stuZw5vc19,Skill96,R5C3,1,0,0,0,0,0,0,0.988464307,0.988464307,0,4,-0.120705244,0.856148941,0.356577164,0,0,0,0,10.0,0,0,0,0,0,0,0,ON TASK,awagner
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-16,stuZw5vc19,N,0.666666667,0.0,0,0,0,0,0,0.0,8.0,-0.221713612,0.17283276,0.352962539,0.333333333,0.333333333,0,0.0,9.444444444,0.0,0.0,0,0.0,0.0,0,0,32947,CTA1Z12ZT,stuZw5vc19,Skill108,R5C1,1,0,0,0,0,0,0,0.998916343,0.998916343,0,4,-0.641098187,-0.304593119,0.607964943,0,0,0,0,10.66666667,0,0,0,0,0,0,0,ON TASK,awagner
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-16,stuZw5vc19,N,0.666666667,0.0,0,0,0,0,0,0.0,8.0,-0.221713612,0.17283276,0.352962539,0.333333333,0.333333333,0,0.0,9.444444444,0.0,0.0,0,0.0,0.0,0,0,32948,CTA1Z12ZT,stuZw5vc19,Skill115,R7C1,0,0,0,0,0,0,0,0.227491469,0.227491469,0,16,0.096662597,-0.033057541,0.09434551,1,1,0,0,7.666666667,0,0,0,0,0,0,0,ON TASK,awagner
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-19,stuZnhvc86,N,0.0,0.0,0,0,0,0,0,1.0,3.0,-0.660758829,0.646842589,-0.674675069,1.0,7.0,0,5.0,8.666666667,3.0,5.0,0,2.0,0.0,0,0,23120,CTA1Z12ZRAH,stuZnhvc86,Skill133,Intersection1X,0,0,0,0,0,0,0,-1.0,0.227491469,1,3,-0.660758829,0.646842589,-0.674675069,1,7,0,5,8.666666667,3,5,0,2,0,0,0,ON TASK,awagner
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-20,stuZdzt2zw,N,0.8,0.2,0,0,0,0,0,0.0,5.0,-0.414624071,-1.181938185,-1.6770142,0.2,1.0,0,0.4,6.65,0.0,0.0,0,0.0,0.0,0,0,15194,CTA1Z12ZT,stuZdzt2zw,Skill149,R3C3,1,0,0,0,0,0,0,0.999899152,0.999899152,0,8,-0.239868204,-0.706836608,-1.266008592,0,0,0,0,13.25,0,0,0,0,0,0,0,ON TASK,awagner
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-20,stuZdzt2zw,N,0.8,0.2,0,0,0,0,0,0.0,5.0,-0.414624071,-1.181938185,-1.6770142,0.2,1.0,0,0.4,6.65,0.0,0.0,0,0.0,0.0,0,0,15195,CTA1Z12ZT,stuZdzt2zw,Skill108,R4C1,1,0,0,0,0,0,0,0.999899152,0.999899152,0,4,-0.563168823,-0.487351237,-1.209371479,0,2,0,0,7.0,0,0,0,0,0,0,0,ON TASK,awagner
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-20,stuZdzt2zw,N,0.8,0.2,0,0,0,0,0,0.0,5.0,-0.414624071,-1.181938185,-1.6770142,0.2,1.0,0,0.4,6.65,0.0,0.0,0,0.0,0.0,0,0,15196,CTA1Z12ZT,stuZdzt2zw,Skill100,R4C2,1,0,0,0,0,0,0,0.888286674,0.888286674,0,0,-0.879214307,-0.776326511,-1.509873635,0,0,0,0,0.0,0,0,0,0,0,0,0,ON TASK,awagner
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-20,stuZdzt2zw,N,0.8,0.2,0,0,0,0,0,0.0,5.0,-0.414624071,-1.181938185,-1.6770142,0.2,1.0,0,0.4,6.65,0.0,0.0,0,0.0,0.0,0,0,15197,CTA1Z12ZT,stuZdzt2zw,Skill100,R4C3,1,0,0,0,0,0,0,0.988464307,0.988464307,0,0,-0.814542108,-1.682251334,-1.929734366,0,2,0,0,0.0,0,0,0,0,0,0,0,ON TASK,awagner
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-20,stuZdzt2zw,N,0.8,0.2,0,0,0,0,0,0.0,5.0,-0.414624071,-1.181938185,-1.6770142,0.2,1.0,0,0.4,6.65,0.0,0.0,0,0.0,0.0,0,0,15198,CTA1Z12ZT,stuZdzt2zw,Skill151,R5C2,0,1,0,0,0,0,0,0.227491469,0.227491469,0,13,0.423673086,-2.256925237,-2.470082926,1,1,0,2,13.0,0,0,0,0,0,0,0,ON TASK,awagner
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-23,stuZ75arc5,N,0.666666667,0.0,0,0,0,0,0,0.333333333,3.666666667,-0.526169452,2.125380284,3.314883911,0.333333333,1.0,0,0.666666667,4.687301587,0.333333333,0.333333333,0,1.333333333,0.0,0,0,6365,CTA1Z12ZT,stuZ75arc5,Skill128,R2C1,0,0,0,0,0,0,0,0.90931583,0.90931583,0,4,-0.497503799,4.016291622,3.620439974,1,1,0,2,4.8,0,0,0,1,0,0,0,ON TASK,awagner
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-23,stuZ75arc5,N,0.666666667,0.0,0,0,0,0,0,0.333333333,3.666666667,-0.526169452,2.125380284,3.314883911,0.333333333,1.0,0,0.666666667,4.687301587,0.333333333,0.333333333,0,1.333333333,0.0,0,0,6366,CTA1Z12ZT,stuZ75arc5,Skill128,R2C1,1,0,0,0,0,0,0,-1.0,0.90931583,1,5,-0.397004558,2.771706111,3.202428493,0,1,0,0,4.833333333,1,1,0,2,0,0,0,ON TASK,awagner
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-23,stuZ75arc5,N,0.666666667,0.0,0,0,0,0,0,0.333333333,3.666666667,-0.526169452,2.125380284,3.314883911,0.333333333,1.0,0,0.666666667,4.687301587,0.333333333,0.333333333,0,1.333333333,0.0,0,0,6367,CTA1Z12ZT,stuZ75arc5,Skill128,R2C2,1,0,0,0,0,0,0,0.990826898,0.990826898,0,2,-0.684,-0.411856881,3.121783265,0,1,0,0,4.428571429,0,0,0,1,0,0,0,ON TASK,awagner
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-26,stuZp2z1xx,N,0.0,0.25,0,0,0,0,0,1.0,5.5,-0.412482066,-1.440817791,-2.197991392,1.0,13.5,0,7.0,6.365277778,3.0,5.0,0,5.0,1.0,0,0,24626,CTA1Z12ZT,stuZp2z1xx,VALUE,N021x60013xstrategic,0,0,0,0,0,0,0,-1.0,0.28609832,1,4,-0.548063128,-1.282639885,-1.926829268,1,12,0,8,6.25,3,5,0,5,1,0,0,ON TASK,awagner
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-26,stuZp2z1xx,N,0.0,0.25,0,0,0,0,0,1.0,5.5,-0.412482066,-1.440817791,-2.197991392,1.0,13.5,0,7.0,6.365277778,3.0,5.0,0,5.0,1.0,0,0,24627,CTA1Z12ZT,stuZp2z1xx,VALUE,N021x60013xstrategic,0,0,0,0,0,0,0,-1.0,0.28609832,1,5,-0.457675753,-1.553802009,-2.197991392,1,13,0,9,6.111111111,3,5,0,5,1,0,0,ON TASK,awagner
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-26,stuZp2z1xx,N,0.0,0.25,0,0,0,0,0,1.0,5.5,-0.412482066,-1.440817791,-2.197991392,1.0,13.5,0,7.0,6.365277778,3.0,5.0,0,5.0,1.0,0,0,24628,CTA1Z12ZT,stuZp2z1xx,VALUE,N021x60013xstrategic,0,0,0,0,0,0,0,-1.0,0.28609832,1,6,-0.367288379,-1.553802009,-2.288378766,1,14,0,10,6.1,3,5,0,5,1,0,0,ON TASK,awagner
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-26,stuZp2z1xx,N,0.0,0.25,0,0,0,0,0,1.0,5.5,-0.412482066,-1.440817791,-2.197991392,1.0,13.5,0,7.0,6.365277778,3.0,5.0,0,5.0,1.0,0,0,24629,CTA1Z12ZT,stuZp2z1xx,Skill59,N021x60013xstrategic,0,1,0,0,0,0,0,-1.0,0.28609832,1,7,-0.276901004,-1.37302726,-2.378766141,1,15,0,1,7.0,3,5,0,5,1,0,0,ON TASK,awagner
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-28,stuZ4yabys,N,0.666666667,0.333333333,0,0,0,0,0,0.333333333,7.666666667,-0.112892941,0.475237952,0.38727074,0.333333333,0.666666667,0,0.333333333,4.927777778,0.333333333,0.333333333,0,0.666666667,0.0,0,0,3477,CTA1Z12ZT,stuZ4yabys,Skill128,R2C1,0,1,0,0,0,0,0,0.996711395,0.996711395,0,3,-0.598003039,1.33472202,0.057533676,1,1,0,1,3.75,0,0,0,0,0,0,0,ON TASK,awagner
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-28,stuZ4yabys,N,0.666666667,0.333333333,0,0,0,0,0,0.333333333,7.666666667,-0.112892941,0.475237952,0.38727074,0.333333333,0.666666667,0,0.333333333,4.927777778,0.333333333,0.333333333,0,0.666666667,0.0,0,0,3478,CTA1Z12ZT,stuZ4yabys,Skill128,R2C1,1,0,0,0,0,0,0,-1.0,0.996711395,1,11,0.205990883,0.141557418,0.16156868,0,1,0,0,5.2,1,1,0,1,0,0,0,ON TASK,awagner
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-28,stuZ4yabys,N,0.666666667,0.333333333,0,0,0,0,0,0.333333333,7.666666667,-0.112892941,0.475237952,0.38727074,0.333333333,0.666666667,0,0.333333333,4.927777778,0.333333333,0.333333333,0,0.666666667,0.0,0,0,3479,CTA1Z12ZT,stuZ4yabys,Skill128,R2C2,1,0,0,0,0,0,0,0.999693349,0.999693349,0,9,0.053333333,-0.050565582,0.942709864,0,0,0,0,5.833333333,0,0,0,1,0,0,0,ON TASK,awagner
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-29,stuZchrz7k,N,0.0,1.0,0,0,0,0,0,0.0,18.0,2.523699954,-1.538468243,2.499626995,1.0,1.0,0,1.0,18.0,0.0,0.0,0,0.0,0.0,0,0,13365,CTA1Z12ZT,stuZchrz7k,Skill151,R4C3,0,1,0,0,0,0,0,0.28609832,0.28609832,0,18,2.523699954,-1.538468243,2.499626995,1,1,0,1,18.0,0,0,0,0,0,0,0,ON TASK,awagner
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-3,stuZchrz7k,N,0.0,0.0,0,0,0,0,0,0.0,17.0,0.572592238,0.562950266,1.437346737,1.0,1.0,0,1.0,17.0,0.0,0.0,0,0.0,0.0,0,0,13339,CTA1Z12ZT,stuZchrz7k,Skill115,R4C1,0,0,0,0,0,0,0,0.28609832,0.28609832,0,17,0.572592238,0.562950266,1.437346737,1,1,0,1,17.0,0,0,0,0,0,0,0,ON TASK,awagner
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-30,stuZf5hc3l,N,1.0,0.0,0,0,0,0,0,0.0,22.0,0.339859138,0.91780991,-0.18830422,0.0,0.0,0,0.0,18.33333333,0.0,0.0,0,0.0,0.0,0,0,17280,CTA1Z12ZT,stuZf5hc3l,Skill136,R1C2,1,0,0,0,0,0,0,0.998916343,0.998916343,0,22,0.339859138,0.91780991,-0.18830422,0,0,0,0,18.33333333,0,0,0,0,0,0,0,ON TASK,awagner
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-32,stuZu7hfhw,N,0.75,0.25,0,0,0,0,0,0.25,3.75,-0.558918127,-0.864677106,-1.074512088,0.25,0.75,0,0.25,9.341666667,0.25,0.25,0,1.0,0.0,0,0,31210,CTA1Z12ZRAH,stuZu7hfhw,Skill133,Intersection1Y,1,0,0,0,0,0,0,0.921412896,0.921412896,0,1,-0.776365603,-0.130605975,-0.121279966,0,1,0,0,13.2,0,0,0,1,0,0,0,ON TASK,awagner
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-32,stuZu7hfhw,N,0.75,0.25,0,0,0,0,0,0.25,3.75,-0.558918127,-0.864677106,-1.074512088,0.25,0.75,0,0.25,9.341666667,0.25,0.25,0,1.0,0.0,0,0,31211,CTA1Z12ZRAH,stuZu7hfhw,Skill133,Intersection1X,1,0,0,0,0,0,0,-1.0,0.921412896,1,4,-0.575948536,-0.621257293,-1.052650591,0,1,0,0,11.66666667,1,1,0,1,0,0,0,ON TASK,awagner
awagner-closeloop-ins_iellyr-03.30.2011_at_08:51:03-32,stuZu7hfhw,N,0.75,0.25,0,0,0,0,0,0.25,3.75,-0.558918127,-0.864677106,-1.074512088,0.25,0.75,0,0.25,9.341666667,0.25,0.25,0,1.0,0.0,0,0,31212,CTA1Z12ZRAH,stuZu7hfhw,Skill1,DoneButtonGoalNode,1,0,0,0,0,0,0,0.979706094,0.979706094,0,2,-0.443991853,-0.910539162,-1.482920115,0,0,0,0,4.5,0,0,0,1,0,0,0,ON TASK,awagner
